granularity,scope,method,threshold,n_components,n_heads,n_mlps,n_edges,n_paths,F,faithfulness,rel_gap,incompleteness_mean,incompleteness_max,completeness,head_precision,head_recall,head_f1
edge,all,tree,40.0,42,33,9,128,250,0.13586601614952087,0.0251082684022328,0.9571281608822703,0.42261556265434963,1.2387248097713344,0.5773844373456504,0.6060606060606061,0.7692307692307693,0.6779661016949152
edge,all,random,40.0,131,123,8,128,0,0.06154881417751312,0.0012226265609318306,0.9805785807659108,0.919401214348818,1.016810005902346,0.08059878565118195,0.17886178861788618,0.8461538461538461,0.2953020134228188
edge,all,tree,80.0,71,60,11,266,618,0.29672771692276,0.07680942060787355,0.9063690590023332,0.32701184528301686,1.234517133509091,0.6729881547169831,0.4,0.9230769230769231,0.5581395348837209
edge,all,random,80.0,149,138,11,266,0,0.06135949492454529,0.001161779115790454,0.9806383195054804,0.9618524971866916,1.0379618613529924,0.038147502813308365,0.18840579710144928,1.0,0.3170731707317073
edge,attention,path,5.0,23,11,12,374,25,0.32676413655281067,0.08646316351585656,0.8968912176219322,0.6584344005765284,1.3140497394985817,0.34156559942347164,0.9090909090909091,0.38461538461538464,0.5405405405405406
edge,attention,path,10.0,27,15,12,498,58,0.336033433675766,0.08944232722660696,0.8939663374624048,0.7645439224050008,1.6398495181618693,0.2354560775949992,0.8666666666666667,0.5,0.6341463414634146
edge,attention,path,20.0,32,20,12,665,137,1.567813754081726,0.48533806575914384,0.5052842429884352,0.46763309140004405,1.1704377766782241,0.532366908599956,0.85,0.6538461538461539,0.7391304347826086
edge,attention,path,40.0,47,35,12,1051,292,1.8229416608810425,0.5673364947073247,0.4247799131734919,0.5666507880616987,1.0726046825516589,0.43334921193830134,0.5428571428571428,0.7307692307692307,0.6229508196721312
edge,attention,path,80.0,72,60,12,1844,776,1.488353967666626,0.45979959083361804,0.5303573795685819,0.348375184039276,1.5270286662132027,0.6516248159607241,0.4,0.9230769230769231,0.5581395348837209
edge,attention,tree,5.0,23,11,12,359,22,0.10362125933170319,0.01474476315481594,0.9673028319726662,0.6076028327150931,1.4510993161362584,0.3923971672849069,0.8181818181818182,0.34615384615384615,0.4864864864864865
edge,attention,random,5.0,51,39,12,987,0,0.08616486191749573,0.009134255151134339,0.972811110515944,0.9929935267250324,0.9986309923499676,0.007006473274967617,0.1282051282051282,0.19230769230769232,0.15384615384615385
